field_id,subfield_id,major_id,major_name
11,1101,110101,Cơ học
11,1101,110102,Toán tài chính
11,1101,110103,Tối ưu và hệ thống
11,1101,110104,Lý luận và phương pháp giảng dạy môn Toán
11,1102,110205,Đại số
11,1102,110206,Giải tích
11,1102,110207,Giải tích số
11,1102,110208,Xác suất thống kê
11,1103,110309,Khoa học dữ liệu 2
11,1103,110310,Toán tin ứng dụng
11,1103,110311,Phương pháp Toán trong Tin học
28,2800,280000,Khoa học dữ liệu 1
